product_id,product_name,total_stock,total_received,total_sold,total_stockout_days
963,HanoiStreet UC-26,1483,584,504,74
964,HanoiStreet UC-27,34785,2490,2155,48
965,HanoiStreet UC-28,32095,3565,3054,89
966,HanoiStreet UC-29,54951,3912,3307,104
967,HanoiStreet UC-30,41113,2575,2198,101
968,HanoiStreet UC-31,303,122,118,50
971,HanoiStreet UC-34,3433,149,138,40
972,HanoiStreet UC-35,18,7,7,6
973,HanoiStreet UC-36,775,223,200,29
974,HanoiStreet UC-37,843,227,200,43
975,HanoiStreet UC-38,45,24,24,14
976,HanoiStreet UC-39,79438,5501,4564,86
977,HanoiStreet UC-40,77810,5780,4866,106
978,HanoiStreet UC-41,196,109,99,42
979,HanoiStreet UC-42,1164,190,170,34
980,HanoiStreet UC-43,459,159,145,36
981,HanoiStreet UC-44,91734,6335,5387,121
982,HanoiStreet UC-45,422,192,179,57
985,HanoiStreet UC-48,1577,319,292,84
989,HanoiStreet UC-52,26071,1962,1659,103
990,HanoiStreet UC-53,37276,2730,2306,94
992,HanoiStreet UC-55,52170,3479,2892,85
993,HanoiStreet UC-56,107295,7991,6615,181
995,HanoiStreet UC-58,1573,224,202,41
996,HanoiStreet UC-59,612,187,178,70
997,HanoiStreet UC-60,823,265,250,115
998,HanoiStreet UC-61,81,45,45,26
999,HanoiStreet UC-62,235,123,115,46
1000,HanoiStreet YY-01,104998,6531,5561,126
1001,HanoiStreet YY-02,16501,1188,1048,124
1002,HanoiStreet YY-03,841,249,224,49
1003,HanoiStreet YY-04,225,24,24,13
1005,HanoiStreet YY-06,21900,1560,1338,79
1006,HanoiStreet YY-07,9624,869,750,99
1007,HanoiStreet YY-08,680,243,230,89
1008,HanoiStreet YY-09,1869,438,389,81
1009,HanoiStreet YY-10,51315,5576,4717,215
1012,HanoiStreet YY-13,750,305,266,43
1013,HanoiStreet YY-14,935,241,205,4
1014,HanoiStreet YY-15,454,40,38,13
1017,HanoiStreet YY-18,10014,1185,1020,76
1019,HanoiStreet YY-20,1219,376,331,44
1022,HanoiStreet YY-23,3411,713,601,38
1026,HanoiStreet YY-27,753,229,196,5
1029,MekongStyle UC-01,3,1,1,2
1031,MekongStyle UC-03,9,3,3,1
1034,MekongStyle UC-06,541,135,120,13
1035,MekongStyle UC-07,3,1,1,0
1037,MekongStyle UC-09,3,1,1,2
1040,MekongStyle UC-12,775,226,195,11
1041,MekongStyle UC-13,617,116,106,14
1042,MekongStyle UC-14,9,3,3,3
1043,MekongFit MA-01,4693,763,665,69
1044,MekongFit MA-02,872,201,179,38
1045,MekongFit MA-03,2184,389,343,50
1046,MekongFit MA-04,305,58,56,24
1047,MekongFit MA-05,1481,173,163,53
1048,MekongFit MA-06,3,1,1,0
1049,MekongFit MA-07,3834,872,759,144
1050,MekongFit MA-08,1010,272,244,49
1052,MekongFit MA-10,2888,663,569,56
1053,MekongFit MA-11,58354,5665,4801,125
1054,MekongFit MA-12,3,1,1,1
1055,MekongFit RP-01,3,1,1,0
1056,MekongFit RP-02,3,1,1,0
1057,MekongFit RP-03,8257,982,855,85
1058,MekongFit RP-04,9115,993,855,71
1059,MekongFit RP-05,5709,938,809,60
1060,MekongFit RP-06,6164,946,809,56
1061,MekongFit RP-07,37755,1911,1645,120
1062,MekongFit RP-08,40103,1934,1645,138
1063,MekongFit RP-09,6,2,2,1
1064,MekongFit RP-10,6,2,2,1
1065,MekongFit RP-11,12740,1145,977,70
1066,MekongFit RP-12,12574,1140,977,72
1067,MekongFit RP-13,1036,225,201,31
1068,MekongFit RP-14,1181,232,201,26
1069,MekongFit RP-15,2382,448,390,64
1070,MekongFit RP-16,2555,452,390,65
1073,MekongFit RP-19,3,1,1,1
1074,MekongFit RP-20,3,1,1,1
1075,MekongFit RP-21,433,73,67,23
1076,MekongFit RP-22,316,68,67,22
1077,MekongFit RP-23,6437,1145,972,56
1078,MekongFit RP-24,6262,1136,972,54
1079,MekongFit RP-25,3,1,1,1
1080,MekongFit RP-26,3,1,1,2
1081,MekongFit RP-27,1995,335,305,57
1082,MekongFit RP-28,2117,339,305,71
1085,MekongFit RP-31,107605,7672,6381,122
1086,MekongFit RP-32,106083,7655,6381,113
1087,MekongFit RP-33,816,187,172,49
1088,MekongFit RP-34,791,186,172,64
1089,MekongFit RP-35,3026,371,328,51
1090,MekongFit RP-36,2974,367,328,51
1091,MekongFit RP-37,547,172,159,61
1092,MekongFit RP-38,577,173,159,75
1093,MekongFit RP-39,7238,928,805,127
1094,MekongFit RP-40,6524,915,805,148
1095,MekongFit RP-41,5648,693,612,80
1096,MekongFit RP-42,5876,699,612,100
1097,MekongFit RP-43,18160,2303,1944,91
1098,MekongFit RP-44,17887,2291,1944,95
1099,MekongFit RP-45,6,2,2,2
1100,MekongFit RP-46,6,2,2,0
1101,MekongFit RP-47,6,3,3,2
1102,MekongFit RP-48,6,3,3,4
1103,MekongFit RP-49,4002,643,562,59
1104,MekongFit RP-50,3689,638,562,64
1105,MekongFit RP-51,3053,441,402,95
1106,MekongFit RP-52,3514,449,402,95
1107,MekongFit RP-53,12,5,5,4
1108,MekongFit RP-54,12,5,5,3
1109,MekongFit RP-55,2733,415,378,74
1110,MekongFit RP-56,2769,416,378,73
1111,MekongFit RP-57,760,161,149,44
1112,MekongFit RP-58,715,158,149,42
1113,MekongFit RS-01,4592,459,411,82
1114,MekongFit RS-02,25885,1589,1374,109
1115,MekongFit RS-03,22025,2757,2324,94
1116,MekongFit RS-04,6169,850,737,115
1117,MekongFit RS-05,977,229,205,64
1118,MekongFit RS-06,962,542,475,63
1119,MekongFit RS-07,1676,418,363,61
1120,MekongFit RS-08,14050,1052,934,121
1121,MekongFit RS-09,3,1,1,2
1122,MekongFit RS-10,63,17,15,2
1123,MekongFit RS-11,592,138,127,35
1124,MekongFit UM-01,10692,1518,1292,92
1125,MekongFit UM-02,459,159,149,44
1126,MekongFit UM-03,178,97,92,40
1127,MekongFit UM-04,715,142,129,39
1129,MekongFit UM-06,23391,2622,2227,90
1131,MekongFit UM-08,3624,585,523,78
1132,MekongFit UM-09,36,8,8,8
1133,MekongFit UM-10,633,114,103,23
1134,MekongFit UM-11,1173,302,266,47
1136,MekongFit UM-13,1856,330,285,55
1137,MekongFit UM-14,4515,853,746,67
1138,MekongFit UM-15,6,2,2,2
1139,MekongFit UM-16,7615,764,650,44
1140,MekongFit UM-17,2231,301,264,45
1141,MekongFit UM-18,509,241,208,35
1142,MekongFit UM-19,3561,406,362,56
1143,MekongFit UM-20,2036,330,291,37
1144,MekongFit UR-01,3199,496,435,52
1145,MekongFit UR-02,1154,276,240,22
1148,MekongFit UR-05,892,175,156,29
1149,MekongFit UR-06,3,1,1,2
1150,MekongFit UR-07,100,75,70,27
1153,MekongFit UR-10,964,268,233,62
1155,MekongFit UR-12,8262,913,802,121
1156,MekongFit UR-13,180,43,43,23
1157,MekongFit UR-14,18,6,6,4
1165,MekongFit UE-01,9600,1338,1134,54
1166,MekongFit UE-02,24,13,13,12
1167,MekongFit UE-03,18,6,6,2
1168,MekongFit UE-04,1338,306,271,25
1169,MekongFit UE-05,3,1,1,1
1170,MekongFit UE-06,1437,444,386,84
1171,MekongFit UE-07,27332,3435,2922,103
1172,MekongFit UE-08,13510,2204,1886,116
1173,MekongFit UE-09,3582,386,338,38
1174,MekongFit UE-10,3533,466,404,54
1175,MekongFit UE-11,18866,2446,2090,146
1176,MekongFit UE-12,13,11,10,6
1177,MekongFit UE-13,100,181,152,51
1178,MekongFit UE-14,10922,1534,1297,109
1179,MekongFit UE-15,651,268,230,23
1180,MekongFit UE-16,5419,1388,1184,95
1181,MekongFit UE-17,5749,1611,1343,123
1182,MekongFit UE-18,125053,11047,9242,140
1183,MekongFit UE-19,7156,1210,1027,56
1184,MekongFit UE-20,272,52,51,21
1186,MekongFit UE-22,21414,1757,1521,110
1187,MekongFit UE-23,11794,2399,1989,169
1188,MekongFit UE-24,1385,176,156,37
1189,MekongFit UE-25,3,1,1,0
1190,MekongFit UE-26,3,1,1,1
1191,MekongFit UE-27,28470,2386,2035,109
1192,MekongFit UE-28,3,1,1,0
1194,MekongFit UE-30,48,53,53,28
1195,MekongFit UE-31,3,1,1,1
1196,MekongFit UE-32,667,178,160,22
1197,MekongFit UE-33,194,76,69,18
1198,MekongFit UE-34,698,133,123,23
1199,MekongFit UC-01,3,1,1,1
1200,MekongFit UC-02,6,2,2,2
1201,MekongFit UC-03,6561,674,574,54
1202,MekongFit UC-04,1809,181,166,45
1203,MekongFit UC-05,8828,1058,897,63
1204,MekongFit UC-06,9,3,3,0
1205,MekongFit UC-07,3,1,1,1
1206,MekongFit UC-08,3,1,1,0
1207,MekongFit UC-09,63,26,26,19
1210,MekongFit UC-12,171,30,30,19
1211,MekongFit UC-13,57,25,25,14
1212,MekongFit UC-14,14809,2175,1850,148
1213,MekongFit UC-15,9949,1060,930,107
1214,MekongFit UC-16,503,146,133,44
1215,MekongFit UC-17,11461,1255,1063,64
1217,MekongFit UC-19,9067,1095,953,114
1220,MekongFit UC-22,122,85,82,35
1221,MekongFit UC-23,413,83,75,22
1223,MekongFit UC-25,26239,2502,2106,87
1225,MekongFit UC-27,12,4,4,4
1226,MekongFit UC-28,16845,1604,1369,123
1227,MekongFit UC-29,6661,611,527,52
1228,MekongFit UC-30,10266,895,791,120
1229,MekongFit UC-31,20019,1919,1646,131
1230,MekongFit UC-32,4440,746,639,40
1231,MekongFit UC-33,3522,512,455,66
1232,MekongFit UC-34,1845,239,219,57
1235,VietMode MP-03,84,21,21,7
1236,VietMode MP-04,84,21,21,16
1239,VietMode MP-07,24,14,14,7
1240,VietMode MP-08,24,14,14,3
1241,VietMode MP-09,3,1,1,2
1242,VietMode MP-10,3,1,1,0
1243,VietMode MP-11,554,106,98,33
1244,VietMode MP-12,495,104,98,34
1245,VietMode MP-13,133,107,94,36
1246,VietMode MP-14,163,111,94,32
1247,VietMode MP-15,18,4,4,3
1248,VietMode MP-16,18,4,4,1
1249,VietMode MP-17,21,9,9,10
1250,VietMode MP-18,21,9,9,5
1251,VietMode MP-19,566,195,172,53
1252,VietMode MP-20,457,190,172,62
1253,VietMode MP-21,799,239,206,53
1254,VietMode MP-22,636,232,206,77
1259,VietMode MP-27,304,97,90,26
1260,VietMode MP-28,257,95,90,28
1261,VietMode MP-29,385,169,156,41
1262,VietMode MP-30,457,173,156,47
1263,VietMode MP-31,62,50,47,13
1264,VietMode MP-32,75,52,47,12
1271,VietMode MA-07,775,55,49,11
1272,VietMode MA-08,100,70,59,9
1273,VietMode MA-09,48,31,30,21
1275,VietMode MA-11,60,13,13,6
1277,VietMode MA-13,73,40,37,21
1278,VietMode MA-14,27,16,16,10
1279,VietMode MA-15,51,31,31,15
1280,VietMode MA-16,12,6,6,2
1285,VietMode MA-21,36,19,19,17
1286,VietMode MA-22,1096,272,248,39
1287,VietMode MA-23,399,44,43,16
1288,VietMode MA-24,72,17,17,12
1289,VietMode MA-25,44,32,29,17
1294,VietMode MA-30,3,1,1,2
1297,VietMode MA-33,92,29,28,14
1298,VietMode MA-34,198,26,25,12
1299,VietMode MA-35,144,83,79,41
1301,VietMode MA-37,20,21,20,9
1303,VietMode MA-39,102,32,32,16
1304,VietMode MA-40,138,35,35,21
1305,VietMode MA-41,191,68,67,22
1308,VietMode MA-44,1517,218,202,53
1309,VietMode RP-01,6,2,2,3
1310,VietMode RP-02,6,2,2,1
1313,VietMode RP-05,117,59,57,25
1314,VietMode RP-06,114,59,57,29
1315,VietMode RP-07,144,38,38,20
1316,VietMode RP-08,144,38,38,25
1317,VietMode RP-09,883,212,198,61
1318,VietMode RP-10,994,214,198,56
1319,VietMode RP-11,838,241,226,64
1320,VietMode RP-12,793,240,226,71
1325,VietMode RP-17,2513,490,423,44
1326,VietMode RP-18,2415,487,423,45
1329,VietMode RP-21,247,44,41,14
1330,VietMode RP-22,231,43,41,19
1331,VietMode RP-23,81,38,37,29
1332,VietMode RP-24,63,37,37,24
1335,VietMode RP-27,51,31,31,21
1336,VietMode RP-28,51,31,31,15
1339,VietMode RP-31,1833,184,176,72
1340,VietMode RP-32,1821,184,176,81
1341,VietMode RP-33,128,69,66,39
1342,VietMode RP-34,127,69,66,32
1343,VietMode RP-35,485,111,110,45
1344,VietMode RP-36,660,117,110,42
1345,VietMode RP-37,12,4,4,1
1346,VietMode RP-38,12,4,4,4
1347,VietMode RP-39,2952,411,380,72
1348,VietMode RP-40,3127,417,380,101
1349,VietMode RP-41,3860,338,309,71
1350,VietMode RP-42,3885,337,309,71
1351,VietMode RP-43,321,72,70,36
1352,VietMode RP-44,297,71,70,37
1353,VietMode RP-45,96,46,44,24
1354,VietMode RP-46,78,45,44,28
1357,VietMode RP-49,165,60,56,12
1358,VietMode RP-50,149,60,56,16
1359,VietMode RP-51,24,6,6,4
1360,VietMode RP-52,24,6,6,2
1361,VietMode RP-53,36,16,16,10
1362,VietMode RP-54,36,16,16,6
1363,VietMode RP-55,96,57,56,27
1364,VietMode RP-56,87,56,56,30
1369,VietMode RP-61,120,38,38,18
1370,VietMode RP-62,120,38,38,21
1373,VietMode RP-65,3,1,1,2
1374,VietMode RP-66,3,1,1,1
1375,VietMode RP-67,233,137,119,37
1376,VietMode RP-68,155,131,119,46
1379,VietMode RP-71,9,3,3,2
1380,VietMode RP-72,9,3,3,4
1381,VietMode RP-73,53,31,30,18
1382,VietMode RP-74,42,30,30,15
1383,VietMode RP-75,72,12,12,11
1384,VietMode RP-76,72,12,12,7
1385,VietMode RP-77,3,1,1,2
1386,VietMode RP-78,3,1,1,1
1387,VietMode RP-79,6,2,2,0
1388,VietMode RP-80,6,2,2,3
1389,VietMode RP-81,92,66,63,32
1390,VietMode RP-82,158,69,63,26
1391,VietMode RP-83,9691,1090,967,142
1392,VietMode RP-84,10523,1101,967,134
1393,VietMode RP-85,136,30,29,17
1394,VietMode RP-86,139,30,29,8
1395,VietMode RP-87,139,75,70,26
1396,VietMode RP-88,121,73,70,32
1397,VietMode RP-89,39,15,15,15
1398,VietMode RP-90,39,15,15,14
1401,VietMode RP-93,101,51,50,27
1402,VietMode RP-94,101,51,50,42
1405,VietMode RP-97,131,58,52,17
1406,VietMode RP-98,105,55,52,11
1407,VietMode RP-99,1276,160,152,55
1408,VietMode RP-00,1292,162,152,47
1409,VietMode RP-01,12,5,5,4
1410,VietMode RP-02,12,5,5,5
1411,VietMode RP-03,90,15,15,8
1412,VietMode RP-04,90,15,15,11
1413,VietMode RP-05,1209,255,222,38
1414,VietMode RP-06,1128,251,222,40
1415,VietMode RP-07,69,37,37,18
1416,VietMode RP-08,89,38,37,18
1417,VietMode RP-09,174,101,95,39
1418,VietMode RP-10,237,104,95,27
1419,VietMode RP-11,80,44,43,25
1420,VietMode RP-12,78,43,43,21
1421,VietMode RP-13,18,6,6,6
1422,VietMode RP-14,18,6,6,4
1423,VietMode RP-15,39,20,20,13
1424,VietMode RP-16,39,20,20,7
1425,VietMode RP-17,2046,340,299,58
1426,VietMode RP-18,1686,328,299,50
1429,VietMode RP-21,153,39,38,29
1430,VietMode RP-22,138,38,38,29
1431,VietMode RP-23,306,35,35,16
1432,VietMode RP-24,323,36,35,17
1433,VietMode RP-25,8208,785,690,85
1434,VietMode RP-26,8142,783,690,86
1435,VietMode RP-27,1460,231,208,38
1436,VietMode RP-28,1452,233,208,41
1439,VietMode RP-31,282,86,81,25
1440,VietMode RP-32,290,86,81,30
1441,VietMode RP-33,729,234,219,68
1442,VietMode RP-34,619,232,219,72
1443,VietMode RP-35,1284,244,226,59
1444,VietMode RP-36,1116,241,226,81
1447,VietMode RP-39,3,1,1,0
1448,VietMode RP-40,3,1,1,2
1449,VietMode RP-41,135,20,20,9
1450,VietMode RP-42,135,20,20,8
1451,VietMode RP-43,234,26,26,13
1452,VietMode RP-44,247,27,26,17
1453,VietMode RP-45,2240,570,489,50
1454,VietMode RP-46,2139,559,489,51
1457,VietMode RP-49,51,24,24,18
1458,VietMode RP-50,51,24,24,15
1459,VietMode RP-51,33,18,18,13
1460,VietMode RP-52,33,18,18,7
1463,VietMode RP-55,54,15,15,6
1464,VietMode RP-56,54,15,15,4
1465,VietMode RP-57,80,44,43,30
1466,VietMode RP-58,80,44,43,27
1469,VietMode RP-61,3,1,1,2
1470,VietMode RP-62,3,1,1,0
1471,VietMode RP-63,87,43,43,35
1472,VietMode RP-64,87,43,43,22
1473,VietMode RP-65,299,65,63,28
1474,VietMode RP-66,305,64,63,31
1477,VietMode RP-69,27,10,10,9
1478,VietMode RP-70,27,10,10,9
1479,VietMode RP-71,225,29,29,8
1480,VietMode RP-72,240,30,29,19
1481,VietMode RP-73,435,134,128,57
1482,VietMode RP-74,278,131,128,70
1483,VietMode RP-75,3426,557,490,72
1484,VietMode RP-76,3320,553,490,76
1485,VietMode RP-77,27,12,12,12
1486,VietMode RP-78,27,12,12,11
1487,VietMode RP-79,3,1,1,2
1488,VietMode RP-80,3,1,1,2
1489,VietMode RP-81,7906,570,502,108
1490,VietMode RP-82,7060,559,502,92
1491,VietMode RP-83,242,33,32,23
1492,VietMode RP-84,247,33,32,15
1493,VietMode RP-85,2440,284,261,63
1494,VietMode RP-86,2582,288,261,77
1495,VietMode RP-87,4032,584,519,85
1496,VietMode RP-88,3228,572,519,81
1497,VietMode RP-89,260,141,127,46
1498,VietMode RP-90,256,141,127,51
1501,VietMode RP-93,42,16,15,12
1502,VietMode RP-94,33,15,15,12
1503,VietMode RP-95,257,87,85,37
1504,VietMode RP-96,327,90,85,36
1507,VietMode RP-99,407,120,116,47
1508,VietMode RP-00,486,122,116,44
1511,VietMode RP-03,328,102,95,19
1512,VietMode RP-04,360,103,95,26
1513,VietMode RP-05,164,92,87,32
1514,VietMode RP-06,187,93,87,33
1517,VietMode RP-09,15141,1380,1193,168
1518,VietMode RP-10,13920,1369,1193,164
1519,VietMode RP-11,2119,317,297,94
1520,VietMode RP-12,2296,322,297,96
1521,VietMode RP-13,252,31,31,25
1522,VietMode RP-14,252,31,31,24
1523,VietMode RP-15,1459,310,288,82
1524,VietMode RP-16,1205,305,288,108
1527,VietMode RP-19,1308,256,238,77
1528,VietMode RP-20,1001,249,238,88
1529,VietMode RP-21,1522,388,354,89
1530,VietMode RP-22,1244,384,354,101
1531,VietMode RP-23,2722,285,247,30
1532,VietMode RP-24,2710,285,247,31
1539,VietMode RP-31,1753,373,333,40
1540,VietMode RP-32,1846,378,333,28
1541,VietMode RP-33,2417,398,354,74
1542,VietMode RP-34,2218,390,354,71
1543,VietMode RP-35,977,166,152,54
1544,VietMode RP-36,902,165,152,42
1545,VietMode RP-37,432,45,44,22
1546,VietMode RP-38,432,45,44,29
1547,VietMode RP-39,752,119,115,31
1548,VietMode RP-40,770,120,115,41
1549,VietMode RP-41,104,47,43,23
1550,VietMode RP-42,103,47,43,21
1551,VietMode RP-43,58,38,37,21
1552,VietMode RP-44,65,39,37,21
1555,VietMode RP-47,12,4,4,3
1556,VietMode RP-48,12,4,4,3
1557,VietMode RP-49,3,1,1,1
1558,VietMode RP-50,3,1,1,1
1559,VietMode RP-51,63,27,27,22
1560,VietMode RP-52,63,27,27,23
1561,VietMode RP-53,24,12,12,5
1562,VietMode RP-54,24,12,12,11
1563,VietMode RS-01,15,6,6,5
1564,VietMode RS-02,30,17,17,9
1565,VietMode RS-03,279,48,47,18
1566,VietMode RS-04,199,83,76,21
1567,VietMode RS-05,21,23,20,8
1568,VietMode RS-06,124,38,36,20
1569,VietMode RS-07,54,32,30,12
1572,VietMode RS-10,54,25,25,22
1575,VietMode RS-13,21,7,7,0
1576,VietMode RS-14,1245,264,239,91
1577,VietMode RS-15,36,23,23,11
1583,VietMode RS-21,102,28,28,18
1584,VietMode RS-22,96,58,58,36
1588,VietMode RS-26,450,127,119,36
1590,VietMode RS-28,119,78,71,20
1592,VietMode RS-30,36,10,10,2
1595,VietMode RS-33,3,1,1,1
1596,VietMode RS-34,117,62,58,19
1597,VietMode RS-35,3664,317,287,63
1601,VietMode RS-39,32,13,12,1
1602,VietMode RS-40,3,1,1,1
1603,VietMode RS-41,77,42,41,24
1605,VietMode RS-43,197,110,104,47
1607,VietMode RS-45,293,89,83,18
1608,VietMode RS-46,19,14,13,5
1612,VietMode RS-50,3,1,1,2
1615,VietMode RS-53,6,2,2,1
1617,VietMode RS-55,3,1,1,0
1625,VietMode RS-63,3,1,1,2
1629,VietMode RS-67,36,12,12,12
1630,VietMode RS-68,21,7,7,9
1634,VietMode RS-72,12,6,6,0
1640,VietMode RS-78,731,189,169,37
1645,VietMode RS-83,9,3,3,0
1646,VietMode RS-84,145,65,63,26
1650,VietMode RS-88,679,70,64,10
1651,VietMode RS-89,9,5,5,3
1653,VietMode RS-91,12,4,4,3
1657,VietMode RS-95,72,20,20,8
1662,VietMode RS-00,15,9,9,6
1666,VietMode RS-04,80,23,20,6
1667,VietMode RS-05,138,35,35,22
1668,VietMode UR-01,192,30,29,15
1669,VietMode UR-02,3,1,1,2
1670,VietMode UR-03,3,1,1,2
1671,VietMode UE-01,3,1,1,2
1672,VietMode UE-02,36,8,8,4
1673,VietMode UE-03,72,48,46,19
1674,VietMode UE-04,6,2,2,3
1675,VietMode UE-05,12,4,4,4
1676,VietMode UE-06,368,45,44,18
1678,VietMode UE-08,42,17,17,14
1679,VietMode UE-09,105,31,29,14
1680,VietMode UE-10,321,104,96,46
1681,VietMode UE-11,396,61,61,46
1682,VietMode UE-12,521,129,120,43
1683,VietMode UE-13,33,13,13,16
1684,VietMode UE-14,47,31,30,17
1685,VietMode UE-15,288,59,59,30
1686,VietMode UE-16,96,12,12,10
1687,VietMode UE-17,45,24,24,20
1688,NamStyle UE-01,33,15,15,9
1689,NamStyle UC-01,96,23,23,20
1690,NamStyle YY-01,12,4,4,2
1691,NamStyle YY-02,3,1,1,1
1692,NamStyle YY-03,105,59,59,33
1693,NamStyle YY-04,257,49,48,31
1696,NamStyle YY-07,75,32,32,19
1697,NamStyle YY-08,289,84,80,35
1698,NamStyle YY-09,190,153,136,48
1699,NamStyle YY-10,240,75,74,35
1700,NamStyle YY-11,280,152,146,56
1701,NamStyle YY-12,30,7,7,5
1702,NamStyle YY-13,3,1,1,2
1703,NamStyle YY-14,861,289,259,55
1705,NamStyle YY-16,684,159,147,39
1706,NamStyle YY-17,78,40,40,22
1707,NamStyle YY-18,1427,246,222,48
1710,NamStyle YY-21,6,2,2,0
1711,NamStyle YY-22,131,83,81,35
1712,NamStyle YY-23,12,4,4,3
1713,NamStyle YY-24,63,35,35,16
1714,NamStyle YY-25,294,122,113,33
1715,NamStyle YY-26,75,36,35,27
1716,NamStyle YY-27,9,3,3,2
1717,NamStyle YY-28,12,4,4,5
1720,NamStyle YY-31,57,40,40,14
1722,NamStyle YY-33,1586,517,448,55
1725,NamStyle YY-36,45,20,20,17
1726,SaigonCore MA-01,9,3,3,2
1727,SaigonCore MA-02,24,6,6,2
1728,SaigonCore MA-03,51,25,25,10
1729,SaigonCore MA-04,21,7,7,9
1730,SaigonCore MA-05,78,19,19,11
1731,SaigonCore MA-06,18,6,6,8
1732,SaigonCore RP-01,6,2,2,1
1733,SaigonCore RP-02,6,2,2,2
1734,SaigonCore RP-03,27,5,5,1
1735,SaigonCore RP-04,27,5,5,5
1740,SaigonCore RP-09,346,73,72,37
1741,SaigonCore RP-10,346,73,72,39
1742,SaigonCore RP-11,48,21,21,9
1743,SaigonCore RP-12,48,21,21,21
1744,SaigonCore RP-13,57,28,28,19
1745,SaigonCore RP-14,59,29,28,20
1749,SaigonCore UM-01,133,46,44,27
1750,SaigonCore UM-02,36,6,6,3
1751,SaigonCore UM-03,305,60,58,33
1752,SaigonCore UM-04,492,63,63,38
1755,SaigonCore UR-01,277,59,56,27
1756,SaigonCore UR-02,21,9,9,4
1757,SaigonCore UR-03,86,31,29,16
1759,SaigonCore UR-05,6,2,2,0
1760,SaigonCore UR-06,36,15,15,17
1762,SaigonCore UR-08,144,32,32,24
1763,SaigonCore UR-09,272,78,76,28
1764,SaigonCore UR-10,27,11,11,7
1765,SaigonCore UR-11,162,31,31,25
1766,SaigonCore UE-01,870,147,143,90
1767,SaigonCore UE-02,21,10,10,4
1768,SaigonCore UE-03,205,38,37,27
1769,SaigonCore UE-04,15,5,5,2
1770,SaigonCore UE-05,18,9,9,7
1771,SaigonCore UE-06,57,21,21,12
1772,SaigonCore UE-07,117,55,55,38
1773,SaigonCore UE-08,120,24,24,28
1774,SaigonCore UE-09,172,53,52,23
1775,SaigonCore UE-10,195,53,51,28
1776,SaigonCore UE-11,3,1,1,1
1777,SaigonCore UE-12,102,29,29,21
1778,SaigonCore UE-13,271,102,98,49
1779,SaigonCore UE-14,77,17,16,4
1780,SaigonCore UE-15,24,9,9,5
1781,SaigonCore UE-16,261,46,46,19
1782,SaigonCore UE-17,114,53,52,31
1783,SaigonCore UE-18,33,12,12,10
1784,SaigonCore UE-19,9,3,3,2
1785,SaigonCore UE-20,3,1,1,1
1786,SaigonCore UE-21,512,128,124,64
1787,SaigonCore UE-22,3,1,1,2
1788,SaigonCore UE-23,3,1,1,1
1789,SaigonCore UE-24,359,63,62,40
1790,SaigonCore UE-25,135,63,63,47
1792,SaigonCore UE-27,12,3,3,1
1793,SaigonCore UE-28,24,9,9,8
1795,SaigonCore UC-01,66,34,33,20
1796,SaigonCore UC-02,48,18,18,12
1797,SaigonCore UC-03,88,39,38,23
1798,SaigonCore UC-04,144,35,35,19
1800,SaigonCore UC-06,231,62,60,28
1801,SaigonCore UC-07,72,31,31,28
1802,SaigonCore UC-08,3,1,1,2
1803,SaigonCore UC-09,18,4,4,2
1804,SaigonCore UC-10,30,18,18,8
1805,SaigonCore UC-11,60,24,24,24
1807,SaigonCore YY-02,264,127,117,64
1808,SaigonCore YY-03,230,71,66,36
1809,SaigonCore YY-04,20754,2050,1751,82
1810,SaigonCore YY-05,1651,339,309,74
1811,SaigonCore YY-06,614,174,160,51
1812,SaigonCore YY-07,107,65,63,38
1813,SaigonCore YY-08,418,111,102,52
1815,SaigonCore YY-10,564,93,93,53
1816,SaigonCore YY-11,389,124,116,51
1817,SaigonCore YY-12,183,111,109,43
1818,SaigonCore YY-13,9317,958,822,63
1819,SaigonCore YY-14,8383,743,641,89
1820,SaigonCore YY-15,117,22,21,10
1821,SaigonCore YY-16,110,68,65,35
1822,SaigonCore YY-17,141,90,83,29
1823,SaigonCore YY-18,453,138,128,50
1825,SaigonCore YY-20,434,152,141,40
1826,SaigonCore YY-21,1887,378,345,84
1827,SaigonCore YY-22,917,229,213,76
1828,SaigonCore YY-23,42,30,28,12
1829,SaigonCore YY-24,710,169,162,71
1830,SaigonCore YY-25,8338,979,845,91
1831,SaigonCore YY-26,421,134,125,46
1832,SaigonCore YY-27,264,77,74,21
1833,SaigonCore YY-28,192,51,49,19
1836,SaigonCore YY-31,786,112,107,28
1837,SaigonCore YY-32,2226,257,239,66
1838,SaigonCore YY-33,1826,125,114,31
1839,SaigonCore YY-34,228,28,28,19
1840,SaigonCore YY-35,124,74,73,38
1841,SaigonCore YY-36,120,30,30,20
1842,SaigonCore YY-37,12,4,4,0
1843,SaigonCore YY-38,117,28,28,13
1844,SaigonCore YY-39,302,121,114,49
1845,SaigonCore YY-40,1515,328,293,81
1846,SaigonCore YY-41,950,203,185,41
1847,SaigonCore YY-42,2765,184,170,41
1848,SaigonCore YY-43,150,83,82,46
1849,SaigonCore YY-44,60,33,33,30
1850,SaigonCore YY-45,2243,437,397,114
1851,SaigonCore YY-46,990,283,247,64
1852,SaigonCore YY-47,6946,861,749,109
1853,SaigonCore YY-48,3780,297,264,58
1855,SaigonCore YY-50,1021,147,140,52
1856,SaigonCore YY-51,83,39,37,26
1857,SaigonCore YY-52,6,2,2,1
1858,SaigonCore YY-53,30,12,12,10
