Product_ID,Product_Name,Category,Price,Description,segment,size,color,cogs
1771,SaigonCore UE-06,Streetwear,10709.37,"SaigonCore UE-06 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,7600.44
1772,SaigonCore UE-07,Streetwear,7868.7,"SaigonCore UE-07 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,5265.73
1773,SaigonCore UE-08,Streetwear,13497.12,"SaigonCore UE-08 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,7885.02
1774,SaigonCore UE-09,Streetwear,10302.29,"SaigonCore UE-09 - Streetwear (Màu: white, Size: L)",Performance,L,white,8867.18
1775,SaigonCore UE-10,Streetwear,8504.37,"SaigonCore UE-10 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,7461.73
1776,SaigonCore UE-11,Streetwear,17639.37,"SaigonCore UE-11 - Streetwear (Màu: green, Size: S)",Performance,S,green,16157.66
1777,SaigonCore UE-12,Streetwear,7626.91,"SaigonCore UE-12 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,6550.75
1778,SaigonCore UE-13,Streetwear,8251.73,"SaigonCore UE-13 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,4414.67
1779,SaigonCore UE-14,Streetwear,9449.37,"SaigonCore UE-14 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,6418.01
1780,SaigonCore UE-15,Streetwear,17143.7,"SaigonCore UE-15 - Streetwear (Màu: red, Size: S)",Performance,S,red,14587.57
1781,SaigonCore UE-16,Streetwear,6970.46,"SaigonCore UE-16 - Streetwear (Màu: black, Size: M)",Performance,M,black,6092.88
1782,SaigonCore UE-17,Streetwear,6087.37,"SaigonCore UE-17 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,3511.8
1783,SaigonCore UE-18,Streetwear,7627.72,"SaigonCore UE-18 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,6845.88
1784,SaigonCore UE-19,Streetwear,7238.7,"SaigonCore UE-19 - Streetwear (Màu: white, Size: S)",Performance,S,white,5703.37
1785,SaigonCore UE-20,Streetwear,9443.7,"SaigonCore UE-20 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,8971.52
1786,SaigonCore UE-21,Streetwear,7948.04,"SaigonCore UE-21 - Streetwear (Màu: green, Size: L)",Performance,L,green,7430.62
1787,SaigonCore UE-22,Streetwear,9128.7,"SaigonCore UE-22 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,8672.26
1788,SaigonCore UE-23,Streetwear,7245.0,"SaigonCore UE-23 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,6546.58
1789,SaigonCore UE-24,Streetwear,11313.78,"SaigonCore UE-24 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,8076.9
1790,SaigonCore UE-25,Streetwear,5087.7,"SaigonCore UE-25 - Streetwear (Màu: red, Size: L)",Performance,L,red,4690.35
1791,SaigonCore UE-26,Streetwear,9507.4,"SaigonCore UE-26 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,8027.09
1792,SaigonCore UE-27,Streetwear,11339.37,"SaigonCore UE-27 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,7818.5
1793,SaigonCore UE-28,Streetwear,6713.7,"SaigonCore UE-28 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,3936.91
1794,SaigonCore UE-29,Streetwear,38.2,"SaigonCore UE-29 - Streetwear (Màu: white, Size: L)",Performance,L,white,24.2
2041,UrbanVN UE-01,Streetwear,8922.09,"UrbanVN UE-01 - Streetwear (Màu: black, Size: M)",Performance,M,black,8475.98
2042,UrbanVN UE-02,Streetwear,7307.37,"UrbanVN UE-02 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,5269.34
2043,UrbanVN UE-03,Streetwear,9308.55,"UrbanVN UE-03 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,5375.69
2044,UrbanVN UE-04,Streetwear,4691.61,"UrbanVN UE-04 - Streetwear (Màu: white, Size: S)",Performance,S,white,4457.03
2045,UrbanVN UE-05,Streetwear,5569.46,"UrbanVN UE-05 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,2996.37
2046,UrbanVN UE-06,Streetwear,5196.87,"UrbanVN UE-06 - Streetwear (Màu: green, Size: L)",Performance,L,green,3738.63
2047,UrbanVN UE-07,Streetwear,4488.83,"UrbanVN UE-07 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,2369.65
2048,UrbanVN UE-08,Streetwear,59.81,"UrbanVN UE-08 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,38.78
2049,UrbanVN UE-09,Streetwear,5425.36,"UrbanVN UE-09 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,5021.17
2050,UrbanVN UE-10,Streetwear,6047.04,"UrbanVN UE-10 - Streetwear (Màu: red, Size: L)",Performance,L,red,5297.81
2051,UrbanVN UE-11,Streetwear,9008.37,"UrbanVN UE-11 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,6208.57
2052,UrbanVN UE-12,Streetwear,9086.84,"UrbanVN UE-12 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,7847.4
2053,UrbanVN UE-13,Streetwear,4015.52,"UrbanVN UE-13 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,2068.4
2054,UrbanVN UE-14,Streetwear,7071.6,"UrbanVN UE-14 - Streetwear (Màu: white, Size: L)",Performance,L,white,6718.02
2055,UrbanVN UE-15,Streetwear,7240.1,"UrbanVN UE-15 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,6878.1
2056,UrbanVN UE-16,Streetwear,3991.45,"UrbanVN UE-16 - Streetwear (Màu: green, Size: S)",Performance,S,green,3791.87
2057,UrbanVN UE-17,Streetwear,5726.07,"UrbanVN UE-17 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,5053.26
2058,UrbanVN UE-18,Streetwear,3259.52,"UrbanVN UE-18 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,1700.49
2059,UrbanVN UE-19,Streetwear,26.92,"UrbanVN UE-19 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,16.22
2060,UrbanVN UE-20,Streetwear,4438.99,"UrbanVN UE-20 - Streetwear (Màu: red, Size: S)",Performance,S,red,2234.59
2061,UrbanVN UE-21,Streetwear,4375.12,"UrbanVN UE-21 - Streetwear (Màu: black, Size: M)",Performance,M,black,4156.36
2062,UrbanVN UE-22,Streetwear,23.97,"UrbanVN UE-22 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,13.59
2063,UrbanVN UE-23,Streetwear,27.09,"UrbanVN UE-23 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,15.64
2064,UrbanVN UE-24,Streetwear,6479.72,"UrbanVN UE-24 - Streetwear (Màu: white, Size: S)",Performance,S,white,5307.54
2065,UrbanVN UE-25,Streetwear,47.76,"UrbanVN UE-25 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,26.36
2148,PhoenixWear UE-01,Streetwear,7739.01,"PhoenixWear UE-01 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,4210.02
2149,PhoenixWear UE-02,Streetwear,5228.37,"PhoenixWear UE-02 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,4966.95
2150,PhoenixWear UE-03,Streetwear,5932.95,"PhoenixWear UE-03 - Streetwear (Màu: red, Size: L)",Performance,L,red,4969.43
2151,PhoenixWear UE-04,Streetwear,6235.61,"PhoenixWear UE-04 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,4723.48
2152,PhoenixWear UE-05,Streetwear,37.77,"PhoenixWear UE-05 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,24.23
2153,PhoenixWear UE-06,Streetwear,6751.03,"PhoenixWear UE-06 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,6413.48
2154,PhoenixWear UE-07,Streetwear,10009.1,"PhoenixWear UE-07 - Streetwear (Màu: white, Size: L)",Performance,L,white,5308.83
2155,PhoenixWear UE-08,Streetwear,7564.62,"PhoenixWear UE-08 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,3894.27
2156,PhoenixWear UE-09,Streetwear,26.79,"PhoenixWear UE-09 - Streetwear (Màu: green, Size: S)",Performance,S,green,15.05
2157,PhoenixWear UE-10,Streetwear,5480.37,"PhoenixWear UE-10 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,3292.61
2158,PhoenixWear UE-11,Streetwear,40.66,"PhoenixWear UE-11 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,24.71
2159,PhoenixWear UE-12,Streetwear,5663.07,"PhoenixWear UE-12 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,4892.33
2160,PhoenixWear UE-13,Streetwear,34.43,"PhoenixWear UE-13 - Streetwear (Màu: red, Size: S)",Performance,S,red,19.88
2161,PhoenixWear UE-14,Streetwear,6821.85,"PhoenixWear UE-14 - Streetwear (Màu: black, Size: M)",Performance,M,black,5840.87
2162,PhoenixWear UE-15,Streetwear,48.79,"PhoenixWear UE-15 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,29.54
2163,PhoenixWear UE-16,Streetwear,8504.37,"PhoenixWear UE-16 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,7320.56
2164,PhoenixWear UE-17,Streetwear,4574.5,"PhoenixWear UE-17 - Streetwear (Màu: white, Size: S)",Performance,S,white,2482.58
2165,PhoenixWear UE-18,Streetwear,7994.64,"PhoenixWear UE-18 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,6223.83
2166,PhoenixWear UE-19,Streetwear,7559.37,"PhoenixWear UE-19 - Streetwear (Màu: green, Size: L)",Performance,L,green,4870.5
2167,PhoenixWear UE-20,Streetwear,6928.53,"PhoenixWear UE-20 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,6582.1
2168,PhoenixWear UE-21,Streetwear,5039.37,"PhoenixWear UE-21 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,4227.53
2169,PhoenixWear UE-22,Streetwear,6603.96,"PhoenixWear UE-22 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,3515.95
2170,PhoenixWear UE-23,Streetwear,8441.37,"PhoenixWear UE-23 - Streetwear (Màu: red, Size: L)",Performance,L,red,5207.48
2327,VietMotion UE-01,Streetwear,7343.28,"VietMotion UE-01 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,6976.11
2328,VietMotion UE-02,Streetwear,4409.37,"VietMotion UE-02 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,4087.93
2329,VietMotion UE-03,Streetwear,25.01,"VietMotion UE-03 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,15.38
2330,VietMotion UE-04,Streetwear,8976.87,"VietMotion UE-04 - Streetwear (Màu: red, Size: L)",Performance,L,red,5674.28
2331,VietMotion UE-05,Streetwear,7365.66,"VietMotion UE-05 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,6671.82
2332,VietMotion UE-06,Streetwear,5799.63,"VietMotion UE-06 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,4554.45
2333,VietMotion UE-07,Streetwear,29.05,"VietMotion UE-07 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,18.39
2334,VietMotion UE-08,Streetwear,4289.18,"VietMotion UE-08 - Streetwear (Màu: white, Size: L)",Performance,L,white,2661.44
2335,VietMotion UE-09,Streetwear,28.31,"VietMotion UE-09 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,16.15
2336,VietMotion UE-10,Streetwear,8688.96,"VietMotion UE-10 - Streetwear (Màu: green, Size: S)",Performance,S,green,8254.52
2337,VietMotion UE-11,Streetwear,5033.7,"VietMotion UE-11 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,3153.61
2338,VietMotion UE-12,Streetwear,18.44,"VietMotion UE-12 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,10.16
2339,VietMotion UE-13,Streetwear,37.28,"VietMotion UE-13 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,21.01
2340,VietMotion UE-14,Streetwear,5543.37,"VietMotion UE-14 - Streetwear (Màu: red, Size: S)",Performance,S,red,5210.77
2341,VietMotion UE-15,Streetwear,5457.51,"VietMotion UE-15 - Streetwear (Màu: black, Size: M)",Performance,M,black,5184.63
2342,VietMotion UE-16,Streetwear,36.76,"VietMotion UE-16 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,23.53
2343,VietMotion UE-17,Streetwear,5703.51,"VietMotion UE-17 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,4446.46
2344,VietMotion UE-18,Streetwear,33.18,"VietMotion UE-18 - Streetwear (Màu: white, Size: S)",Performance,S,white,21.15
2345,VietMotion UE-19,Streetwear,5244.73,"VietMotion UE-19 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,4313.27
2346,VietMotion UE-20,Streetwear,30.15,"VietMotion UE-20 - Streetwear (Màu: green, Size: L)",Performance,L,green,18.38
2347,VietMotion UE-21,Streetwear,18.8,"VietMotion UE-21 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,11.47
2348,VietMotion UE-22,Streetwear,9921.93,"VietMotion UE-22 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,6549.46
2349,VietMotion UE-23,Streetwear,27.99,"VietMotion UE-23 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,17.25
2350,VietMotion UE-24,Streetwear,4649.9,"VietMotion UE-24 - Streetwear (Màu: red, Size: L)",Performance,L,red,4417.4
2351,VietMotion UE-25,Streetwear,28.87,"VietMotion UE-25 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,16.39
2352,VietMotion UE-26,Streetwear,4441.32,"VietMotion UE-26 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,3680.97
280,LotusWear UE-01,Streetwear,12596.85,"LotusWear UE-01 - Streetwear (Màu: red, Size: S)",Performance,S,red,11967.01
281,LotusWear UE-02,Streetwear,15746.85,"LotusWear UE-02 - Streetwear (Màu: black, Size: M)",Performance,M,black,8750.52
282,LotusWear UE-03,Streetwear,14486.85,"LotusWear UE-03 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,12008.15
283,LotusWear UE-04,Streetwear,24.02,"LotusWear UE-04 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,15.41
284,LotusWear UE-05,Streetwear,31.05,"LotusWear UE-05 - Streetwear (Màu: white, Size: S)",Performance,S,white,18.38
285,LotusWear UE-06,Streetwear,38.92,"LotusWear UE-06 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,22.9
286,LotusWear UE-07,Streetwear,70.42,"LotusWear UE-07 - Streetwear (Màu: green, Size: L)",Performance,L,green,42.39
287,LotusWear UE-08,Streetwear,35.51,"LotusWear UE-08 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,19.7
288,LotusWear UE-09,Streetwear,36.71,"LotusWear UE-09 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,20.8
289,LotusWear UE-10,Streetwear,10606.05,"LotusWear UE-10 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,10075.75
290,LotusWear UE-11,Streetwear,32.14,"LotusWear UE-11 - Streetwear (Màu: red, Size: L)",Performance,L,red,20.05
291,LotusWear UE-12,Streetwear,9887.85,"LotusWear UE-12 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,9393.46
292,LotusWear UE-13,Streetwear,8269.87,"LotusWear UE-13 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,7282.45
293,LotusWear UE-14,Streetwear,8405.19,"LotusWear UE-14 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,6159.33
294,LotusWear UE-15,Streetwear,9446.85,"LotusWear UE-15 - Streetwear (Màu: white, Size: L)",Performance,L,white,8663.71
295,LotusWear UE-16,Streetwear,12596.85,"LotusWear UE-16 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,8588.53
296,LotusWear UE-17,Streetwear,27716.85,"LotusWear UE-17 - Streetwear (Màu: green, Size: S)",Performance,S,green,14598.46
297,LotusWear UE-18,Streetwear,8483.48,"LotusWear UE-18 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,6521.25
298,LotusWear UE-19,Streetwear,15.37,"LotusWear UE-19 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,8.58
299,LotusWear UE-20,Streetwear,8584.02,"LotusWear UE-20 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,4506.61
300,LotusWear UE-21,Streetwear,9320.85,"LotusWear UE-21 - Streetwear (Màu: red, Size: S)",Performance,S,red,6524.6
301,LotusWear UE-22,Streetwear,32.77,"LotusWear UE-22 - Streetwear (Màu: black, Size: M)",Performance,M,black,20.0
302,LotusWear UE-23,Streetwear,33.92,"LotusWear UE-23 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,19.49
303,LotusWear UE-24,Streetwear,88.7,"LotusWear UE-24 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,52.24
304,LotusWear UE-25,Streetwear,11204.15,"LotusWear UE-25 - Streetwear (Màu: white, Size: S)",Performance,S,white,7121.36
305,LotusWear UE-26,Streetwear,18589.78,"LotusWear UE-26 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,11094.38
306,LotusWear UE-27,Streetwear,14648.61,"LotusWear UE-27 - Streetwear (Màu: green, Size: L)",Performance,L,green,7768.16
307,LotusWear UE-28,Streetwear,13856.85,"LotusWear UE-28 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,8174.16
308,LotusWear UE-29,Streetwear,15162.95,"LotusWear UE-29 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,10231.96
309,LotusWear UE-30,Streetwear,40950.0,"LotusWear UE-30 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,30319.38
310,LotusWear UE-31,Streetwear,11336.85,"LotusWear UE-31 - Streetwear (Màu: red, Size: L)",Performance,L,red,10173.69
311,LotusWear UE-32,Streetwear,7633.68,"LotusWear UE-32 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,6058.09
312,LotusWear UE-33,Streetwear,9320.85,"LotusWear UE-33 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,8854.81
313,LotusWear UE-34,Streetwear,9131.85,"LotusWear UE-34 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,5436.19
314,LotusWear UE-35,Streetwear,30.66,"LotusWear UE-35 - Streetwear (Màu: white, Size: L)",Performance,L,white,17.75
315,LotusWear UE-36,Streetwear,37.36,"LotusWear UE-36 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,21.88
316,LotusWear UE-37,Streetwear,32.66,"LotusWear UE-37 - Streetwear (Màu: green, Size: S)",Performance,S,green,20.31
317,LotusWear UE-38,Streetwear,20.75,"LotusWear UE-38 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,12.03
318,LotusWear UE-39,Streetwear,10553.85,"LotusWear UE-39 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,5995.64
319,LotusWear UE-40,Streetwear,13226.85,"LotusWear UE-40 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,10914.8
320,LotusWear UE-41,Streetwear,52.31,"LotusWear UE-41 - Streetwear (Màu: red, Size: S)",Performance,S,red,31.73
321,LotusWear UE-42,Streetwear,11235.5,"LotusWear UE-42 - Streetwear (Màu: black, Size: M)",Performance,M,black,10673.73
322,LotusWear UE-43,Streetwear,8816.85,"LotusWear UE-43 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,7946.63
323,LotusWear UE-44,Streetwear,9450.0,"LotusWear UE-44 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,6288.98
324,LotusWear UE-45,Streetwear,13905.65,"LotusWear UE-45 - Streetwear (Màu: white, Size: S)",Performance,S,white,7827.49
325,LotusWear UE-46,Streetwear,6645.98,"LotusWear UE-46 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,4429.54
326,LotusWear UE-47,Streetwear,8344.35,"LotusWear UE-47 - Streetwear (Màu: green, Size: L)",Performance,L,green,5868.58
327,LotusWear UE-48,Streetwear,14014.35,"LotusWear UE-48 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,13313.63
328,LotusWear UE-49,Streetwear,44.74,"LotusWear UE-49 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,26.73
329,LotusWear UE-50,Streetwear,45.44,"LotusWear UE-50 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,28.01
330,LotusWear UE-51,Streetwear,6926.85,"LotusWear UE-51 - Streetwear (Màu: red, Size: L)",Performance,L,red,6520.94
331,LotusWear UE-52,Streetwear,11147.85,"LotusWear UE-52 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,10590.46
332,LotusWear UE-53,Streetwear,11613.77,"LotusWear UE-53 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,9075.0
333,LotusWear UE-54,Streetwear,9807.47,"LotusWear UE-54 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,8751.21
334,LotusWear UE-55,Streetwear,25196.85,"LotusWear UE-55 - Streetwear (Màu: white, Size: L)",Performance,L,white,23937.01
335,LotusWear UE-56,Streetwear,10391.85,"LotusWear UE-56 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,9872.26
336,LotusWear UE-57,Streetwear,11336.85,"LotusWear UE-57 - Streetwear (Màu: green, Size: S)",Performance,S,green,10770.01
337,LotusWear UE-58,Streetwear,18896.85,"LotusWear UE-58 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,11857.77
338,LotusWear UE-59,Streetwear,17636.85,"LotusWear UE-59 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,11541.55
339,LotusWear UE-60,Streetwear,9215.85,"LotusWear UE-60 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,6827.1
340,LotusWear UE-61,Streetwear,23.02,"LotusWear UE-61 - Streetwear (Màu: red, Size: S)",Performance,S,red,14.82
341,LotusWear UE-62,Streetwear,5011.65,"LotusWear UE-62 - Streetwear (Màu: black, Size: M)",Performance,M,black,4215.8
342,LotusWear UE-63,Streetwear,8412.98,"LotusWear UE-63 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,7352.1
343,LotusWear UE-64,Streetwear,58.04,"LotusWear UE-64 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,36.17
344,LotusWear UE-65,Streetwear,18.9,"LotusWear UE-65 - Streetwear (Màu: white, Size: S)",Performance,S,white,10.8
345,LotusWear UE-66,Streetwear,41.88,"LotusWear UE-66 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,23.16
346,LotusWear UE-67,Streetwear,12596.85,"LotusWear UE-67 - Streetwear (Màu: green, Size: L)",Performance,L,green,11967.01
347,LotusWear UE-68,Streetwear,40950.0,"LotusWear UE-68 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,38902.5
348,LotusWear UE-69,Streetwear,7556.85,"LotusWear UE-69 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,5611.72
349,LotusWear UE-70,Streetwear,6296.85,"LotusWear UE-70 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,5735.17
350,LotusWear UE-71,Streetwear,6949.76,"LotusWear UE-71 - Streetwear (Màu: red, Size: L)",Performance,L,red,6602.27
351,LotusWear UE-72,Streetwear,14045.85,"LotusWear UE-72 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,8674.72
352,LotusWear UE-73,Streetwear,12596.85,"LotusWear UE-73 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,11250.25
353,LotusWear UE-74,Streetwear,20786.85,"LotusWear UE-74 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,15267.94
354,LotusWear UE-75,Streetwear,13924.6,"LotusWear UE-75 - Streetwear (Màu: white, Size: L)",Performance,L,white,13228.37
355,LotusWear UE-76,Streetwear,5576.85,"LotusWear UE-76 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,2954.62
356,LotusWear UE-77,Streetwear,5234.41,"LotusWear UE-77 - Streetwear (Màu: green, Size: S)",Performance,S,green,4911.45
357,LotusWear UE-78,Streetwear,79.53,"LotusWear UE-78 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,45.83
358,LotusWear UE-79,Streetwear,22.28,"LotusWear UE-79 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,13.58
359,LotusWear UE-80,Streetwear,13730.85,"LotusWear UE-80 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,13044.31
360,LotusWear UE-81,Streetwear,9338.85,"LotusWear UE-81 - Streetwear (Màu: red, Size: S)",Performance,S,red,6702.49
361,LotusWear UE-82,Streetwear,5023.15,"LotusWear UE-82 - Streetwear (Màu: black, Size: M)",Performance,M,black,3094.26
362,LotusWear UE-83,Streetwear,8816.85,"LotusWear UE-83 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,4773.44
363,LotusWear UE-84,Streetwear,26.4,"LotusWear UE-84 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,14.66
364,LotusWear UE-85,Streetwear,14297.85,"LotusWear UE-85 - Streetwear (Màu: white, Size: S)",Performance,S,white,8923.29
365,LotusWear UE-86,Streetwear,7556.85,"LotusWear UE-86 - Streetwear (Màu: purple, Size: M)",Performance,M,purple,4276.42
366,LotusWear UE-87,Streetwear,9131.85,"LotusWear UE-87 - Streetwear (Màu: green, Size: L)",Performance,L,green,6334.76
367,LotusWear UE-88,Streetwear,9257.85,"LotusWear UE-88 - Streetwear (Màu: silver, Size: XL)",Performance,XL,silver,8448.71
368,LotusWear UE-89,Streetwear,9257.85,"LotusWear UE-89 - Streetwear (Màu: pink, Size: S)",Performance,S,pink,7730.3
369,LotusWear UE-90,Streetwear,10489.21,"LotusWear UE-90 - Streetwear (Màu: yellow, Size: M)",Performance,M,yellow,9695.18
370,LotusWear UE-91,Streetwear,6485.85,"LotusWear UE-91 - Streetwear (Màu: red, Size: L)",Performance,L,red,3774.76
371,LotusWear UE-92,Streetwear,9446.85,"LotusWear UE-92 - Streetwear (Màu: black, Size: XL)",Performance,XL,black,8974.51
372,LotusWear UE-93,Streetwear,11966.85,"LotusWear UE-93 - Streetwear (Màu: orange, Size: S)",Performance,S,orange,6104.29
373,LotusWear UE-94,Streetwear,4532.85,"LotusWear UE-94 - Streetwear (Màu: blue, Size: M)",Performance,M,blue,3197.47
374,LotusWear UE-95,Streetwear,34.46,"LotusWear UE-95 - Streetwear (Màu: white, Size: L)",Performance,L,white,20.66
375,LotusWear UE-96,Streetwear,9362.19,"LotusWear UE-96 - Streetwear (Màu: purple, Size: XL)",Performance,XL,purple,7022.58
376,LotusWear UE-97,Streetwear,27.07,"LotusWear UE-97 - Streetwear (Màu: green, Size: S)",Performance,S,green,16.51
377,LotusWear UE-98,Streetwear,17.81,"LotusWear UE-98 - Streetwear (Màu: silver, Size: M)",Performance,M,silver,10.39
378,LotusWear UE-99,Streetwear,9446.85,"LotusWear UE-99 - Streetwear (Màu: pink, Size: L)",Performance,L,pink,5805.09
379,LotusWear UE-00,Streetwear,6296.85,"LotusWear UE-00 - Streetwear (Màu: yellow, Size: XL)",Performance,XL,yellow,5142.01
380,LotusWear UE-01,Streetwear,34.04,"LotusWear UE-01 - Streetwear (Màu: red, Size: S)",Performance,S,red,21.34
381,LotusWear UE-02,Streetwear,21.65,"LotusWear UE-02 - Streetwear (Màu: black, Size: M)",Performance,M,black,12.14
382,LotusWear UE-03,Streetwear,11147.85,"LotusWear UE-03 - Streetwear (Màu: orange, Size: L)",Performance,L,orange,10315.11
383,LotusWear UE-04,Streetwear,7286.85,"LotusWear UE-04 - Streetwear (Màu: blue, Size: XL)",Performance,XL,blue,6664.55
384,LotusWear UE-05,Streetwear,12596.85,"LotusWear UE-05 - Streetwear (Màu: white, Size: S)",Performance,S,white,10771.57
