order_id,product_id,quantity,unit_price,discount_amount,promo_id,promo_id_2,total_price,final_price,total_amount,final_amount
83263,759,8,1879.18,0.0,No Promotion,No Promotion,15033.44,15033.44,15033.44,15033.44
83266,989,2,5248.39,0.0,No Promotion,No Promotion,10496.78,10496.78,10496.78,10496.78
83267,1226,5,6651.4,0.0,No Promotion,No Promotion,33257.0,33257.0,33257.0,33257.0
83268,757,7,883.42,0.0,No Promotion,No Promotion,6183.94,6183.94,6183.94,6183.94
83269,758,4,879.19,0.0,No Promotion,No Promotion,3516.76,3516.76,3516.76,3516.76
83271,2396,7,1166.1,0.0,No Promotion,No Promotion,8162.699999999999,8162.699999999999,8162.699999999999,8162.699999999999
83272,606,2,4037.84,0.0,No Promotion,No Promotion,8075.68,8075.68,8075.68,8075.68
83273,2387,3,6124.35,0.0,No Promotion,No Promotion,18373.050000000003,18373.050000000003,18373.050000000003,18373.050000000003
83274,979,5,4660.95,0.0,No Promotion,No Promotion,23304.75,23304.75,23304.75,23304.75
83274,2071,1,4082.56,0.0,No Promotion,No Promotion,4082.56,4082.56,4082.56,4082.56
83276,2396,8,1185.47,0.0,No Promotion,No Promotion,9483.76,9483.76,9483.76,9483.76
83278,785,1,701.81,0.0,No Promotion,No Promotion,701.81,701.81,701.81,701.81
83278,786,2,683.6,0.0,No Promotion,No Promotion,1367.2,1367.2,1367.2,1367.2
83281,2284,5,3902.04,0.0,No Promotion,No Promotion,19510.2,19510.2,19510.2,19510.2
83283,2045,5,5490.67,0.0,No Promotion,No Promotion,27453.35,27453.35,27453.35,27453.35
83284,2388,4,3833.19,0.0,No Promotion,No Promotion,15332.76,15332.76,15332.76,15332.76
83285,1920,3,3463.26,0.0,No Promotion,No Promotion,10389.78,10389.78,10389.78,10389.78
83286,785,7,695.26,0.0,No Promotion,No Promotion,4866.82,4866.82,4866.82,4866.82
83286,786,8,694.49,0.0,No Promotion,No Promotion,5555.92,5555.92,5555.92,5555.92
83287,604,4,5935.87,0.0,No Promotion,No Promotion,23743.48,23743.48,23743.48,23743.48
83288,785,2,713.02,0.0,No Promotion,No Promotion,1426.04,1426.04,1426.04,1426.04
83289,786,7,676.39,0.0,No Promotion,No Promotion,4734.73,4734.73,4734.73,4734.73
83290,976,4,3994.13,0.0,No Promotion,No Promotion,15976.52,15976.52,15976.52,15976.52
83291,2054,6,7196.77,0.0,No Promotion,No Promotion,43180.62,43180.62,43180.62,43180.62
83292,2352,5,4476.64,0.0,No Promotion,No Promotion,22383.2,22383.2,22383.2,22383.2
83293,2047,8,4505.4,0.0,No Promotion,No Promotion,36043.2,36043.2,36043.2,36043.2
83294,550,3,5216.53,0.0,No Promotion,No Promotion,15649.59,15649.59,15649.59,15649.59
83295,1942,5,1482.52,0.0,No Promotion,No Promotion,7412.6,7412.6,7412.6,7412.6
83295,1943,8,1444.74,0.0,No Promotion,No Promotion,11557.92,11557.92,11557.92,11557.92
83296,1937,4,3508.57,0.0,No Promotion,No Promotion,14034.28,14034.28,14034.28,14034.28
83297,1936,6,3503.61,0.0,No Promotion,No Promotion,21021.66,21021.66,21021.66,21021.66
83298,600,6,9067.72,0.0,No Promotion,No Promotion,54406.31999999999,54406.31999999999,54406.31999999999,54406.31999999999
83299,2396,7,1189.86,0.0,No Promotion,No Promotion,8329.019999999999,8329.019999999999,8329.019999999999,8329.019999999999
83300,2222,1,2703.93,0.0,No Promotion,No Promotion,2703.93,2703.93,2703.93,2703.93
83302,2388,7,3786.9,0.0,No Promotion,No Promotion,26508.3,26508.3,26508.3,26508.3
83303,2352,8,4487.81,0.0,No Promotion,No Promotion,35902.48,35902.48,35902.48,35902.48
83304,967,7,8012.01,0.0,No Promotion,No Promotion,56084.07,56084.07,56084.07,56084.07
83306,992,3,3471.44,0.0,No Promotion,No Promotion,10414.32,10414.32,10414.32,10414.32
83307,725,2,1353.96,0.0,No Promotion,No Promotion,2707.92,2707.92,2707.92,2707.92
83308,596,8,9650.75,0.0,No Promotion,No Promotion,77206.0,77206.0,77206.0,77206.0
83308,725,8,1343.63,0.0,No Promotion,No Promotion,10749.04,10749.04,10749.04,10749.04
83308,726,5,1339.64,0.0,No Promotion,No Promotion,6698.200000000001,6698.200000000001,6698.200000000001,6698.200000000001
83309,726,5,1328.06,0.0,No Promotion,No Promotion,6640.299999999999,6640.299999999999,6640.299999999999,6640.299999999999
83310,976,2,3943.52,0.0,No Promotion,No Promotion,7887.04,7887.04,7887.04,7887.04
83311,574,6,10789.38,0.0,No Promotion,No Promotion,64736.28,64736.28,64736.28,64736.28
83312,2343,1,5676.36,0.0,No Promotion,No Promotion,5676.36,5676.36,5676.36,5676.36
83313,671,6,11033.29,0.0,No Promotion,No Promotion,66199.74,66199.74,66199.74,66199.74
83314,2384,5,7904.23,0.0,No Promotion,No Promotion,39521.15,39521.15,39521.149999999994,39521.149999999994
83315,2049,5,5603.07,0.0,No Promotion,No Promotion,28015.35,28015.35,28015.35,28015.35
83316,1926,6,1103.0,0.0,No Promotion,No Promotion,6618.0,6618.0,6618.0,6618.0
83316,1927,3,1145.95,0.0,No Promotion,No Promotion,3437.8500000000004,3437.8500000000004,3437.8500000000004,3437.8500000000004
83317,687,8,5602.92,0.0,No Promotion,No Promotion,44823.36,44823.36,44823.36,44823.36
83318,2241,5,1087.78,0.0,No Promotion,No Promotion,5438.9,5438.9,5438.9,5438.9
83319,2240,7,1046.62,0.0,No Promotion,No Promotion,7326.339999999999,7326.339999999999,7326.339999999999,7326.339999999999
83320,2254,2,755.36,0.0,No Promotion,No Promotion,1510.72,1510.72,1510.72,1510.72
83320,2255,5,706.6,0.0,No Promotion,No Promotion,3533.0,3533.0,3533.0,3533.0
83322,1916,5,3504.32,0.0,No Promotion,No Promotion,17521.600000000002,17521.600000000002,17521.600000000002,17521.600000000002
83323,725,4,1335.08,0.0,No Promotion,No Promotion,5340.32,5340.32,5340.32,5340.32
83324,726,8,1423.9,0.0,No Promotion,No Promotion,11391.2,11391.2,11391.2,11391.2
83325,499,7,11806.61,0.0,No Promotion,No Promotion,82646.27,82646.27,82646.27,82646.27
83325,976,1,3986.96,0.0,No Promotion,No Promotion,3986.96,3986.96,3986.96,3986.96
83326,758,5,894.6,0.0,No Promotion,No Promotion,4473.0,4473.0,4473.0,4473.0
83327,757,4,881.36,0.0,No Promotion,No Promotion,3525.44,3525.44,3525.44,3525.44
83328,2071,5,4187.02,0.0,No Promotion,No Promotion,20935.1,20935.1,20935.100000000002,20935.100000000002
83329,609,3,10380.48,0.0,No Promotion,No Promotion,31141.44,31141.44,31141.44,31141.44
83330,981,1,1977.44,0.0,No Promotion,No Promotion,1977.44,1977.44,1977.44,1977.44
83331,1228,2,1618.99,0.0,No Promotion,No Promotion,3237.98,3237.98,3237.98,3237.98
83332,927,3,5710.29,0.0,No Promotion,No Promotion,17130.87,17130.87,17130.87,17130.87
83333,927,8,5951.44,0.0,No Promotion,No Promotion,47611.52,47611.52,47611.52,47611.52
83334,460,2,10868.98,0.0,No Promotion,No Promotion,21737.96,21737.96,21737.96,21737.96
83336,2343,4,5718.35,0.0,No Promotion,No Promotion,22873.4,22873.4,22873.4,22873.4
83337,460,6,10720.04,0.0,No Promotion,No Promotion,64320.240000000005,64320.240000000005,64320.240000000005,64320.240000000005
83338,635,7,10867.7,0.0,No Promotion,No Promotion,76073.90000000001,76073.90000000001,76073.90000000001,76073.90000000001
83340,671,7,11620.72,0.0,No Promotion,No Promotion,81345.04,81345.04,81345.04,81345.04
83341,964,3,3931.69,0.0,No Promotion,No Promotion,11795.07,11795.07,11795.07,11795.07
83342,2056,6,3877.89,0.0,No Promotion,No Promotion,23267.34,23267.34,23267.34,23267.34
83343,550,6,5031.09,0.0,No Promotion,No Promotion,30186.54,30186.54,30186.54,30186.54
83344,1188,4,5727.77,0.0,No Promotion,No Promotion,22911.08,22911.08,22911.08,22911.08
83346,1962,7,1778.65,0.0,No Promotion,No Promotion,12450.55,12450.55,12450.550000000001,12450.550000000001
83346,1963,1,1787.54,0.0,No Promotion,No Promotion,1787.54,1787.54,1787.54,1787.54
83347,1017,8,3394.33,0.0,No Promotion,No Promotion,27154.64,27154.64,27154.64,27154.64
83348,725,2,1330.21,0.0,No Promotion,No Promotion,2660.42,2660.42,2660.42,2660.42
83349,726,3,1378.69,0.0,No Promotion,No Promotion,4136.07,4136.07,4136.07,4136.07
83352,669,8,16193.83,0.0,No Promotion,No Promotion,129550.64,129550.64,129550.64,129550.64
83353,499,2,10979.09,0.0,No Promotion,No Promotion,21958.18,21958.18,21958.18,21958.18
83354,445,8,11184.27,0.0,No Promotion,No Promotion,89474.16,89474.16,89474.16,89474.16
83355,400,5,9784.25,0.0,No Promotion,No Promotion,48921.25,48921.25,48921.25,48921.25
83356,2406,3,1109.98,0.0,No Promotion,No Promotion,3329.94,3329.94,3329.94,3329.94
83358,2074,4,4072.73,0.0,No Promotion,No Promotion,16290.92,16290.92,16290.92,16290.92
83359,981,3,1998.8,0.0,No Promotion,No Promotion,5996.4,5996.4,5996.4,5996.4
83360,525,5,6091.81,0.0,No Promotion,No Promotion,30459.050000000003,30459.050000000003,30459.050000000003,30459.050000000003
83361,475,5,12669.03,0.0,No Promotion,No Promotion,63345.15,63345.15,63345.15,63345.15
83362,631,7,4647.28,0.0,No Promotion,No Promotion,32530.96,32530.96,32530.96,32530.96
83364,604,3,5952.69,0.0,No Promotion,No Promotion,17858.07,17858.07,17858.07,17858.07
83364,671,2,11097.13,0.0,No Promotion,No Promotion,22194.26,22194.26,22194.26,22194.26
83366,786,5,704.17,0.0,No Promotion,No Promotion,3520.85,3520.85,3520.85,3520.85
83367,785,6,700.84,0.0,No Promotion,No Promotion,4205.04,4205.04,4205.04,4205.04
83368,2055,8,7340.17,0.0,No Promotion,No Promotion,58721.36,58721.36,58721.36,58721.36
83371,976,8,4058.36,0.0,No Promotion,No Promotion,32466.88,32466.88,32466.88,32466.88
83372,445,6,10691.42,0.0,No Promotion,No Promotion,64148.52,64148.52,64148.520000000004,64148.520000000004
83372,1808,2,1430.25,0.0,No Promotion,No Promotion,2860.5,2860.5,2860.5,2860.5
83373,725,5,1330.85,0.0,No Promotion,No Promotion,6654.25,6654.25,6654.25,6654.25
83373,952,2,3265.47,0.0,No Promotion,No Promotion,6530.94,6530.94,6530.94,6530.94
83374,726,8,1301.77,0.0,No Promotion,No Promotion,10414.16,10414.16,10414.16,10414.16
83375,940,2,8364.49,0.0,No Promotion,No Promotion,16728.98,16728.98,16728.98,16728.98
83377,2234,3,817.71,0.0,No Promotion,No Promotion,2453.13,2453.13,2453.13,2453.13
83377,2235,6,801.78,0.0,No Promotion,No Promotion,4810.68,4810.68,4810.68,4810.68
83379,966,8,5950.65,0.0,No Promotion,No Promotion,47605.2,47605.2,47605.2,47605.2
83380,1061,8,1830.28,0.0,No Promotion,No Promotion,14642.24,14642.24,14642.24,14642.24
83380,1062,3,1800.53,0.0,No Promotion,No Promotion,5401.59,5401.59,5401.59,5401.59
83381,1962,2,1826.91,0.0,No Promotion,No Promotion,3653.82,3653.82,3653.82,3653.82
83381,1963,6,1921.91,0.0,No Promotion,No Promotion,11531.46,11531.46,11531.460000000001,11531.460000000001
83383,1990,1,3168.67,0.0,No Promotion,No Promotion,3168.67,3168.67,3168.67,3168.67
83384,604,5,6219.4,0.0,No Promotion,No Promotion,31097.0,31097.0,31097.0,31097.0
83385,927,7,5923.51,0.0,No Promotion,No Promotion,41464.57,41464.57,41464.57,41464.57
83386,1174,2,6827.37,0.0,No Promotion,No Promotion,13654.74,13654.74,13654.74,13654.74
83387,1053,6,3489.26,0.0,No Promotion,No Promotion,20935.56,20935.56,20935.56,20935.56
83388,976,3,4033.31,0.0,No Promotion,No Promotion,12099.93,12099.93,12099.93,12099.93
83389,606,4,4144.92,0.0,No Promotion,No Promotion,16579.68,16579.68,16579.68,16579.68
83390,927,4,5894.11,0.0,No Promotion,No Promotion,23576.44,23576.44,23576.44,23576.44
83391,992,7,3381.05,0.0,No Promotion,No Promotion,23667.35,23667.35,23667.350000000002,23667.350000000002
83392,475,5,12222.89,0.0,No Promotion,No Promotion,61114.45,61114.45,61114.45,61114.45
83396,1001,7,4918.04,0.0,No Promotion,No Promotion,34426.28,34426.28,34426.28,34426.28
83397,1001,2,5005.76,0.0,No Promotion,No Promotion,10011.52,10011.52,10011.52,10011.52
83398,502,4,13288.22,0.0,No Promotion,No Promotion,53152.88,53152.88,53152.88,53152.88
83399,1942,7,1443.03,0.0,No Promotion,No Promotion,10101.21,10101.21,10101.21,10101.21
83399,1943,7,1459.72,0.0,No Promotion,No Promotion,10218.04,10218.04,10218.04,10218.04
83400,1873,5,9906.47,0.0,No Promotion,No Promotion,49532.35,49532.35,49532.35,49532.35
83402,2262,1,3967.0,0.0,No Promotion,No Promotion,3967.0,3967.0,3967.0,3967.0
83402,2263,4,3773.11,0.0,No Promotion,No Promotion,15092.44,15092.44,15092.44,15092.44
83403,1934,7,1553.98,0.0,No Promotion,No Promotion,10877.86,10877.86,10877.86,10877.86
83404,1935,5,1634.24,0.0,No Promotion,No Promotion,8171.2,8171.2,8171.2,8171.2
83405,2082,5,3981.09,0.0,No Promotion,No Promotion,19905.45,19905.45,19905.45,19905.45
83406,2254,1,702.6,0.0,No Promotion,No Promotion,702.6,702.6,702.6,702.6
83407,2255,7,724.6,0.0,No Promotion,No Promotion,5072.2,5072.2,5072.2,5072.2
83408,757,6,880.25,0.0,No Promotion,No Promotion,5281.5,5281.5,5281.5,5281.5
83409,758,6,871.45,0.0,No Promotion,No Promotion,5228.700000000001,5228.700000000001,5228.700000000001,5228.700000000001
83409,1040,4,12951.03,0.0,No Promotion,No Promotion,51804.12,51804.12,51804.12,51804.12
83410,638,8,12021.28,0.0,No Promotion,No Promotion,96170.24,96170.24,96170.24,96170.24
83411,551,3,11440.94,0.0,No Promotion,No Promotion,34322.82,34322.82,34322.82,34322.82
83412,443,5,10439.52,0.0,No Promotion,No Promotion,52197.600000000006,52197.600000000006,52197.600000000006,52197.600000000006
83413,1196,4,5392.59,0.0,No Promotion,No Promotion,21570.36,21570.36,21570.36,21570.36
83414,2026,6,4404.07,0.0,No Promotion,No Promotion,26424.42,26424.42,26424.42,26424.42
83416,2396,5,1183.9,0.0,No Promotion,No Promotion,5919.5,5919.5,5919.5,5919.5
83417,502,7,13305.35,0.0,No Promotion,No Promotion,93137.45,93137.45,93137.45,93137.45
83418,2400,1,1100.54,0.0,No Promotion,No Promotion,1100.54,1100.54,1100.54,1100.54
83421,2332,4,5706.7,0.0,No Promotion,No Promotion,22826.8,22826.8,22826.8,22826.8
83423,2374,4,7584.99,0.0,No Promotion,No Promotion,30339.96,30339.96,30339.96,30339.96
83424,635,5,10700.47,0.0,No Promotion,No Promotion,53502.35,53502.35,53502.35,53502.35
83427,761,2,2263.88,0.0,No Promotion,No Promotion,4527.76,4527.76,4527.76,4527.76
83428,760,8,1926.35,0.0,No Promotion,No Promotion,15410.8,15410.8,15410.8,15410.8
83429,759,5,1824.27,0.0,No Promotion,No Promotion,9121.35,9121.35,9121.35,9121.35
83431,1031,8,12860.2,0.0,No Promotion,No Promotion,102881.6,102881.6,102881.6,102881.6
83432,966,5,5831.3,0.0,No Promotion,No Promotion,29156.5,29156.5,29156.5,29156.5
83433,2045,4,5611.25,0.0,No Promotion,No Promotion,22445.0,22445.0,22445.0,22445.0
83434,1964,8,1081.99,0.0,No Promotion,No Promotion,8655.92,8655.92,8655.92,8655.92
83434,1965,2,1049.86,0.0,No Promotion,No Promotion,2099.72,2099.72,2099.72,2099.72
83435,502,7,13198.48,0.0,No Promotion,No Promotion,92389.36,92389.36,92389.36,92389.36
83437,550,7,5200.01,0.0,No Promotion,No Promotion,36400.07,36400.07,36400.07,36400.07
83438,966,2,5770.79,0.0,No Promotion,No Promotion,11541.58,11541.58,11541.58,11541.58
83439,2049,7,5320.27,0.0,No Promotion,No Promotion,37241.89,37241.89,37241.89,37241.89
83440,669,1,16048.1,0.0,No Promotion,No Promotion,16048.1,16048.1,16048.1,16048.1
83442,2218,1,1778.48,0.0,No Promotion,No Promotion,1778.48,1778.48,1778.48,1778.48
83443,2219,7,1795.99,0.0,No Promotion,No Promotion,12571.93,12571.93,12571.93,12571.93
83444,966,2,5751.2,0.0,No Promotion,No Promotion,11502.4,11502.4,11502.4,11502.4
83445,604,3,6144.35,0.0,No Promotion,No Promotion,18433.050000000003,18433.050000000003,18433.050000000003,18433.050000000003
83449,725,1,1322.08,0.0,No Promotion,No Promotion,1322.08,1322.08,1322.08,1322.08
83449,726,5,1348.38,0.0,No Promotion,No Promotion,6741.900000000001,6741.900000000001,6741.900000000001,6741.900000000001
83450,2255,5,715.08,0.0,No Promotion,No Promotion,3575.4,3575.4,3575.4,3575.4
83451,2254,3,699.69,0.0,No Promotion,No Promotion,2099.07,2099.07,2099.07,2099.07
83452,2082,1,4123.49,0.0,No Promotion,No Promotion,4123.49,4123.49,4123.49,4123.49
83453,733,1,4386.85,0.0,No Promotion,No Promotion,4386.85,4386.85,4386.85,4386.85
83453,734,4,4373.22,0.0,No Promotion,No Promotion,17492.88,17492.88,17492.88,17492.88
83455,631,5,4670.86,0.0,No Promotion,No Promotion,23354.3,23354.3,23354.3,23354.3
83457,2359,2,5454.14,0.0,No Promotion,No Promotion,10908.28,10908.28,10908.28,10908.28
83458,785,5,703.37,0.0,No Promotion,No Promotion,3516.85,3516.85,3516.85,3516.85
83458,786,8,692.11,0.0,No Promotion,No Promotion,5536.88,5536.88,5536.88,5536.88
83458,927,6,5730.98,0.0,No Promotion,No Promotion,34385.88,34385.88,34385.88,34385.88
83461,2099,7,4916.57,0.0,No Promotion,No Promotion,34415.99,34415.99,34415.99,34415.99
83463,475,5,12764.88,0.0,No Promotion,No Promotion,63824.4,63824.4,63824.399999999994,63824.399999999994
83464,910,1,5338.94,0.0,No Promotion,No Promotion,5338.94,5338.94,5338.94,5338.94
83465,2045,8,5491.35,0.0,No Promotion,No Promotion,43930.8,43930.8,43930.8,43930.8
83466,927,3,5986.87,0.0,No Promotion,No Promotion,17960.61,17960.61,17960.61,17960.61
83468,300,3,9621.79,0.0,No Promotion,No Promotion,28865.370000000003,28865.370000000003,28865.370000000003,28865.370000000003
83469,915,4,6658.06,0.0,No Promotion,No Promotion,26632.24,26632.24,26632.24,26632.24
83470,2056,3,4040.06,0.0,No Promotion,No Promotion,12120.18,12120.18,12120.18,12120.18
83472,565,2,10998.56,0.0,No Promotion,No Promotion,21997.12,21997.12,21997.12,21997.12
83472,757,1,858.29,0.0,No Promotion,No Promotion,858.29,858.29,858.29,858.29
83474,1985,7,1963.98,0.0,No Promotion,No Promotion,13747.86,13747.86,13747.86,13747.86
83475,635,5,10972.49,0.0,No Promotion,No Promotion,54862.45,54862.45,54862.45,54862.45
83476,606,4,3989.74,0.0,No Promotion,No Promotion,15958.96,15958.96,15958.96,15958.96
83477,2212,1,1061.74,0.0,No Promotion,No Promotion,1061.74,1061.74,1061.74,1061.74
83477,2213,6,1060.12,0.0,No Promotion,No Promotion,6360.719999999999,6360.719999999999,6360.719999999999,6360.719999999999
83478,2235,6,842.05,0.0,No Promotion,No Promotion,5052.299999999999,5052.299999999999,5052.299999999999,5052.299999999999
83480,915,3,6780.95,0.0,No Promotion,No Promotion,20342.85,20342.85,20342.85,20342.85
83481,533,3,6044.86,0.0,No Promotion,No Promotion,18134.58,18134.58,18134.579999999998,18134.579999999998
83484,2250,6,1491.37,0.0,No Promotion,No Promotion,8948.22,8948.22,8948.22,8948.22
83485,2250,8,1466.17,0.0,No Promotion,No Promotion,11729.36,11729.36,11729.36,11729.36
83485,2251,2,1499.48,0.0,No Promotion,No Promotion,2998.96,2998.96,2998.96,2998.96
83487,2054,5,7106.16,0.0,No Promotion,No Promotion,35530.8,35530.8,35530.8,35530.8
83489,992,2,3480.01,0.0,No Promotion,No Promotion,6960.02,6960.02,6960.02,6960.02
83490,976,3,4075.57,0.0,No Promotion,No Promotion,12226.71,12226.71,12226.710000000001,12226.710000000001
83493,2054,3,7004.39,0.0,No Promotion,No Promotion,21013.17,21013.17,21013.170000000002,21013.170000000002
83494,2400,4,1118.87,0.0,No Promotion,No Promotion,4475.48,4475.48,4475.48,4475.48
83495,1181,8,5136.96,0.0,No Promotion,No Promotion,41095.68,41095.68,41095.68,41095.68
83497,2055,6,7449.19,0.0,No Promotion,No Promotion,44695.14,44695.14,44695.14,44695.14
83499,2026,2,4411.96,0.0,No Promotion,No Promotion,8823.92,8823.92,8823.92,8823.92
83501,915,3,6779.2,0.0,No Promotion,No Promotion,20337.6,20337.6,20337.6,20337.6
83502,443,1,10827.23,0.0,No Promotion,No Promotion,10827.23,10827.23,10827.23,10827.23
83505,551,7,11002.05,0.0,No Promotion,No Promotion,77014.34999999999,77014.34999999999,77014.34999999999,77014.34999999999
83508,600,4,9019.98,0.0,No Promotion,No Promotion,36079.92,36079.92,36079.92,36079.92
83509,2252,6,1612.99,0.0,No Promotion,No Promotion,9677.94,9677.94,9677.94,9677.94
83509,2253,7,1577.93,0.0,No Promotion,No Promotion,11045.51,11045.51,11045.51,11045.51
83510,1109,5,2666.39,0.0,No Promotion,No Promotion,13331.95,13331.95,13331.949999999999,13331.949999999999
83511,702,5,3581.73,0.0,No Promotion,No Promotion,17908.65,17908.65,17908.65,17908.65
83511,1110,7,2523.48,0.0,No Promotion,No Promotion,17664.36,17664.36,17664.36,17664.36
83512,475,6,12852.58,0.0,No Promotion,No Promotion,77115.48,77115.48,77115.48,77115.48
83513,785,1,721.35,0.0,No Promotion,No Promotion,721.35,721.35,721.35,721.35
83514,786,3,710.14,0.0,No Promotion,No Promotion,2130.42,2130.42,2130.42,2130.42
83516,786,6,684.55,0.0,No Promotion,No Promotion,4107.299999999999,4107.299999999999,4107.299999999999,4107.299999999999
83518,785,2,705.93,0.0,No Promotion,No Promotion,1411.86,1411.86,1411.86,1411.86
83519,571,7,6509.18,0.0,No Promotion,No Promotion,45564.26,45564.26,45564.26,45564.26
83520,2407,3,912.59,0.0,No Promotion,No Promotion,2737.77,2737.77,2737.77,2737.77
83521,396,3,11274.94,0.0,No Promotion,No Promotion,33824.82,33824.82,33824.82,33824.82
83522,906,5,4998.5,0.0,No Promotion,No Promotion,24992.5,24992.5,24992.5,24992.5
83523,2332,3,5675.35,0.0,No Promotion,No Promotion,17026.050000000003,17026.050000000003,17026.050000000003,17026.050000000003
83525,826,8,12899.99,0.0,No Promotion,No Promotion,103199.92,103199.92,103199.92,103199.92
83526,757,1,894.73,0.0,No Promotion,No Promotion,894.73,894.73,894.73,894.73
83526,758,4,899.35,0.0,No Promotion,No Promotion,3597.4,3597.4,3597.4,3597.4
83528,2388,6,3880.86,0.0,No Promotion,No Promotion,23285.16,23285.16,23285.16,23285.16
83529,1139,3,8483.65,0.0,No Promotion,No Promotion,25450.95,25450.95,25450.949999999997,25450.949999999997
83530,671,4,11302.0,0.0,No Promotion,No Promotion,45208.0,45208.0,45208.0,45208.0
83532,785,1,685.75,0.0,No Promotion,No Promotion,685.75,685.75,685.75,685.75
83532,786,8,681.42,0.0,No Promotion,No Promotion,5451.36,5451.36,5451.36,5451.36
83533,2053,1,4059.06,0.0,No Promotion,No Promotion,4059.06,4059.06,4059.06,4059.06
83535,2053,3,3965.74,0.0,No Promotion,No Promotion,11897.22,11897.22,11897.22,11897.22
83536,981,7,1996.04,0.0,No Promotion,No Promotion,13972.28,13972.28,13972.279999999999,13972.279999999999
83537,725,8,1317.21,0.0,No Promotion,No Promotion,10537.68,10537.68,10537.68,10537.68
83537,726,4,1339.28,0.0,No Promotion,No Promotion,5357.12,5357.12,5357.12,5357.12
83540,2387,2,6220.29,0.0,No Promotion,No Promotion,12440.58,12440.58,12440.58,12440.58
83543,1227,8,3798.85,0.0,No Promotion,No Promotion,30390.8,30390.8,30390.8,30390.8
83544,2049,3,5374.89,0.0,No Promotion,No Promotion,16124.670000000002,16124.670000000002,16124.670000000002,16124.670000000002
83545,787,3,3657.74,0.0,No Promotion,No Promotion,10973.22,10973.22,10973.22,10973.22
83545,788,3,3787.12,0.0,No Promotion,No Promotion,11361.36,11361.36,11361.36,11361.36
83546,1966,6,2999.01,0.0,No Promotion,No Promotion,17994.06,17994.06,17994.06,17994.06
83546,1967,8,2994.22,0.0,No Promotion,No Promotion,23953.76,23953.76,23953.76,23953.76
83548,2353,3,5304.14,0.0,No Promotion,No Promotion,15912.420000000002,15912.420000000002,15912.420000000002,15912.420000000002
83549,2055,7,7316.07,0.0,No Promotion,No Promotion,51212.49,51212.49,51212.49,51212.49
83550,762,6,2153.65,0.0,No Promotion,No Promotion,12921.9,12921.9,12921.900000000001,12921.900000000001
83552,927,7,5846.6,0.0,No Promotion,No Promotion,40926.2,40926.2,40926.200000000004,40926.200000000004
83553,2016,2,3791.43,0.0,No Promotion,No Promotion,7582.86,7582.86,7582.86,7582.86
83554,1040,4,12816.88,0.0,No Promotion,No Promotion,51267.52,51267.52,51267.52,51267.52
83556,551,3,10939.04,0.0,No Promotion,No Promotion,32817.12,32817.12,32817.12,32817.12
83557,1006,3,1149.61,0.0,No Promotion,No Promotion,3448.83,3448.83,3448.83,3448.83
83558,954,4,8460.22,0.0,No Promotion,No Promotion,33840.88,33840.88,33840.88,33840.88
83560,1065,6,3717.96,0.0,No Promotion,No Promotion,22307.76,22307.76,22307.760000000002,22307.760000000002
83561,1859,2,1825.39,0.0,No Promotion,No Promotion,3650.78,3650.78,3650.78,3650.78
83562,1047,2,2614.06,0.0,No Promotion,No Promotion,5228.12,5228.12,5228.12,5228.12
83563,1005,5,1390.63,0.0,No Promotion,No Promotion,6953.150000000001,6953.150000000001,6953.150000000001,6953.150000000001
83564,2045,8,5597.19,0.0,No Promotion,No Promotion,44777.52,44777.52,44777.52,44777.52
83565,635,4,10563.1,0.0,No Promotion,No Promotion,42252.4,42252.4,42252.4,42252.4
83566,575,2,10829.44,0.0,No Promotion,No Promotion,21658.88,21658.88,21658.88,21658.88
83569,493,6,11574.64,0.0,No Promotion,No Promotion,69447.84,69447.84,69447.84,69447.84
83570,2387,3,6216.59,0.0,No Promotion,No Promotion,18649.77,18649.77,18649.77,18649.77
83571,759,6,1885.22,0.0,No Promotion,No Promotion,11311.32,11311.32,11311.32,11311.32
83573,445,6,10907.28,0.0,No Promotion,No Promotion,65443.68000000001,65443.68000000001,65443.68000000001,65443.68000000001
83574,2332,7,5631.85,0.0,No Promotion,No Promotion,39422.95,39422.95,39422.950000000004,39422.950000000004
83575,1053,6,3481.03,0.0,No Promotion,No Promotion,20886.18,20886.18,20886.18,20886.18
83575,2251,8,1541.35,0.0,No Promotion,No Promotion,12330.8,12330.8,12330.8,12330.8
83576,2250,6,1465.44,0.0,No Promotion,No Promotion,8792.64,8792.64,8792.64,8792.64
83577,396,5,10950.67,0.0,No Promotion,No Promotion,54753.35,54753.35,54753.35,54753.35
83578,2384,2,7874.46,0.0,No Promotion,No Promotion,15748.92,15748.92,15748.92,15748.92
83581,600,6,9009.12,0.0,No Promotion,No Promotion,54054.72,54054.72,54054.72,54054.72
83583,491,6,11317.61,0.0,No Promotion,No Promotion,67905.66,67905.66,67905.66,67905.66
83584,1000,7,1201.19,0.0,No Promotion,No Promotion,8408.33,8408.33,8408.33,8408.33
83585,596,3,9433.37,0.0,No Promotion,No Promotion,28300.11,28300.11,28300.11,28300.11
83587,1174,4,6927.05,0.0,No Promotion,No Promotion,27708.2,27708.2,27708.2,27708.2
83588,571,1,6118.41,0.0,No Promotion,No Promotion,6118.41,6118.41,6118.41,6118.41
83589,631,6,4716.43,0.0,No Promotion,No Promotion,28298.58,28298.58,28298.58,28298.58
83590,964,3,3916.17,0.0,No Promotion,No Promotion,11748.51,11748.51,11748.51,11748.51
